bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,0.05
bitcoin,2018-11-27,0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0.009
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.03200000000000001
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-1.5749999999999997
bitcoin,2018-11-27,0.3429999999999999
bitcoin,2018-11-27,-1.5749999999999997
bitcoin,2018-11-27,-0.06400000000000002
bitcoin,2018-11-27,-0.027
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.3429999999999999
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.03200000000000001
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,-0.027
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,0.216
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.7290000000000001
bitcoin,2018-11-27,0.216
bitcoin,2018-11-27,-0.08100000000000002
bitcoin,2018-11-27,0.009
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0.09799999999999999
bitcoin,2018-11-27,-0.7290000000000001
bitcoin,2018-11-27,0.125
bitcoin,2018-11-27,-0.32400000000000007
bitcoin,2018-11-27,-0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.0010000000000000002
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.0010000000000000002
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,0.125
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.216
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.05
bitcoin,2018-11-27,-0.06400000000000002
bitcoin,2018-11-27,-0.0010000000000000002
bitcoin,2018-11-27,-0.5120000000000001
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.5120000000000001
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.7290000000000001
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,-0.7290000000000001
bitcoin,2018-11-27,0.5120000000000001
bitcoin,2018-11-27,0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.0010000000000000002
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,-0.03200000000000001
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.03200000000000001
bitcoin,2018-11-27,0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,-0.0010000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.5120000000000001
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,-0.0010000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,0.7290000000000001
bitcoin,2018-11-27,-0.027
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.008000000000000002
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,0.7290000000000001
bitcoin,2018-11-27,0.5120000000000001
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.027
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0.5120000000000001
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.06400000000000002
bitcoin,2018-11-27,0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,0.5120000000000001
bitcoin,2018-11-27,0.5120000000000001
bitcoin,2018-11-27,0.3429999999999999
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.004000000000000001
bitcoin,2018-11-27,0
bitcoin,2018-11-27,15.488000000000003
bitcoin,2018-11-27,0.216
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,1.5749999999999997
bitcoin,2018-11-27,0.216
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,0.008000000000000002
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,-0.3429999999999999
bitcoin,2018-11-27,0.027
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,0.0010000000000000002
bitcoin,2018-11-27,-0.125
bitcoin,2018-11-27,0
bitcoin,2018-11-27,-0.216
bitcoin,2018-11-27,0.06400000000000002
bitcoin,2018-11-27,0
bitcoin,2018-11-27,0.864
