bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.009
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,-0.0010000000000000002
bitcoin,2018-05-15,-0.027
bitcoin,2018-05-15,-0.0010000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,-0.027
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,-0.027
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.5120000000000001
bitcoin,2018-05-15,0.5120000000000001
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,-0.5120000000000001
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.004000000000000001
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,-0.008000000000000002
bitcoin,2018-05-15,-0.216
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,-0.027
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,-0.108
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,-0.06400000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,-0.125
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,-0.5120000000000001
bitcoin,2018-05-15,0.216
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,-0.3429999999999999
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,-0.432
bitcoin,2018-05-15,0.3429999999999999
bitcoin,2018-05-15,0
bitcoin,2018-05-15,-0.5120000000000001
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.3429999999999999
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,-0.06400000000000002
bitcoin,2018-05-15,-0.216
bitcoin,2018-05-15,0
bitcoin,2018-05-15,-0.216
bitcoin,2018-05-15,0.5120000000000001
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,1.3719999999999997
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.3429999999999999
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.216
bitcoin,2018-05-15,-0.05
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.3429999999999999
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,-0.05
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,-0.125
bitcoin,2018-05-15,0.216
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.7290000000000001
bitcoin,2018-05-15,0.7290000000000001
bitcoin,2018-05-15,-0.008000000000000002
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.7290000000000001
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0.125
bitcoin,2018-05-15,0.125
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,-0.5120000000000001
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.7290000000000001
bitcoin,2018-05-15,1.5749999999999997
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,-0.25600000000000006
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.125
bitcoin,2018-05-15,-0.0010000000000000002
bitcoin,2018-05-15,-0.0010000000000000002
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,-0.216
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,-0.027
bitcoin,2018-05-15,-0.027
bitcoin,2018-05-15,0.027
bitcoin,2018-05-15,0.216
bitcoin,2018-05-15,0.008000000000000002
bitcoin,2018-05-15,0.06400000000000002
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0
bitcoin,2018-05-15,0.0010000000000000002
bitcoin,2018-05-15,0.7290000000000001
bitcoin,2018-05-15,0.147
bitcoin,2018-05-15,0.06400000000000002
